BackgroundIntensity;distance;Membrane GEF @ illuminated pole @ t=0;Membrane GEF @ non-illuminated pole @ t=0;Cytosol GEF @ illuminated pole @ t=0;Cytosol GEF @ non-illuminated pole @ t=0;Membrane GEF @ illuminated pole @ t=300;Membrane GEF @ non-illuminated pole @ t=300;Cytosol GEF @ illuminated pole @ t=300;Cytosol GEF @ non-illuminated pole @ t=300;Membrane GEF @ illuminated pole @ t=600;Membrane GEF @ non-illuminated pole @ t=600;Cytosol GEF @ illuminated pole @ t=600;Cytosol GEF @ non-illuminated pole @ t=600;Membrane GEF @ illuminated pole @ t=900;Membrane GEF @ non-illuminated pole @ t=900;Cytosol GEF @ illuminated pole @ t=900;Cytosol GEF @ non-illuminated pole @ t=900;Membrane GEF @ illuminated pole @ t=1200;Membrane GEF @ non-illuminated pole @ t=1200;Cytosol GEF @ illuminated pole @ t=1200;Cytosol GEF @ non-illuminated pole @ t=1200;Membrane GEF @ illuminated pole @ t=1500;Membrane GEF @ non-illuminated pole @ t=1500;Cytosol GEF @ illuminated pole @ t=1500;Cytosol GEF @ non-illuminated pole @ t=1500;Membrane GEF @ illuminated pole @ t=1800;Membrane GEF @ non-illuminated pole @ t=1800;Cytosol GEF @ illuminated pole @ t=1800;Cytosol GEF @ non-illuminated pole @ t=1800;Membrane GEF @ illuminated pole @ t=2100;Membrane GEF @ non-illuminated pole @ t=2100;Cytosol GEF @ illuminated pole @ t=2100;Cytosol GEF @ non-illuminated pole @ t=2100;Membrane GEF @ illuminated pole @ t=2400;Membrane GEF @ non-illuminated pole @ t=2400;Cytosol GEF @ illuminated pole @ t=2400;Cytosol GEF @ non-illuminated pole @ t=2400;Membrane GEF @ illuminated pole @ t=2700;Membrane GEF @ non-illuminated pole @ t=2700;Cytosol GEF @ illuminated pole @ t=2700;Cytosol GEF @ non-illuminated pole @ t=2700;Membrane GEF @ illuminated pole @ t=3000;Membrane GEF @ non-illuminated pole @ t=3000;Cytosol GEF @ illuminated pole @ t=3000;Cytosol GEF @ non-illuminated pole @ t=3000;Membrane GEF @ illuminated pole @ t=3300;Membrane GEF @ non-illuminated pole @ t=3300;Cytosol GEF @ illuminated pole @ t=3300;Cytosol GEF @ non-illuminated pole @ t=3300;Membrane GEF @ illuminated pole @ t=3600;Membrane GEF @ non-illuminated pole @ t=3600;Cytosol GEF @ illuminated pole @ t=3600;Cytosol GEF @ non-illuminated pole @ t=3600;Membrane GEF @ illuminated pole @ t=3900;Membrane GEF @ non-illuminated pole @ t=3900;Cytosol GEF @ illuminated pole @ t=3900;Cytosol GEF @ non-illuminated pole @ t=3900;Membrane GEF @ illuminated pole @ t=4200;Membrane GEF @ non-illuminated pole @ t=4200;Cytosol GEF @ illuminated pole @ t=4200;Cytosol GEF @ non-illuminated pole @ t=4200;Membrane GEF @ illuminated pole @ t=4500;Membrane GEF @ non-illuminated pole @ t=4500;Cytosol GEF @ illuminated pole @ t=4500;Cytosol GEF @ non-illuminated pole @ t=4500;Membrane GEF @ illuminated pole @ t=4800;Membrane GEF @ non-illuminated pole @ t=4800;Cytosol GEF @ illuminated pole @ t=4800;Cytosol GEF @ non-illuminated pole @ t=4800;Membrane GEF @ illuminated pole @ t=5100;Membrane GEF @ non-illuminated pole @ t=5100;Cytosol GEF @ illuminated pole @ t=5100;Cytosol GEF @ non-illuminated pole @ t=5100;Membrane GEF @ illuminated pole @ t=5400;Membrane GEF @ non-illuminated pole @ t=5400;Cytosol GEF @ illuminated pole @ t=5400;Cytosol GEF @ non-illuminated pole @ t=5400;Membrane GEF @ illuminated pole @ t=5700;Membrane GEF @ non-illuminated pole @ t=5700;Cytosol GEF @ illuminated pole @ t=5700;Cytosol GEF @ non-illuminated pole @ t=5700;Membrane GEF @ illuminated pole @ t=6000;Membrane GEF @ non-illuminated pole @ t=6000;Cytosol GEF @ illuminated pole @ t=6000;Cytosol GEF @ non-illuminated pole @ t=6000
0.0345;182.5115732085499;5.4158e-7;1.8107e-8;60.;60.;3.3351;0.38602;59.882;59.975;3.5709;0.61153;59.932;59.974;3.3296;0.72437;59.961;59.976;2.9556;0.76301;59.979;59.98;2.5595;0.75418;59.99;59.984;2.1844;0.71638;59.998;59.987;1.8468;0.66229;60.003;59.99;1.5512;0.60045;60.006;59.993;1.2968;0.53647;60.008;59.995;1.0804;0.47392;60.009;59.996;0.89812;0.41499;60.009;59.998;0.74537;0.36088;60.009;59.998;0.61693;0.31188;60.009;59.999;0.50989;0.26816;60.009;59.999;0.42114;0.22958;60.008;60.;0.34774;0.19588;60.007;60.;0.28698;0.16666;60.007;60.;0.23659;0.14145;60.006;60.;0.19484;0.11976;60.006;60.;0.16037;0.10117;60.005;60.
0.035;188.49555921538757;5.4184e-7;1.837e-8;60.;60.;3.3372;0.39117;59.882;59.975;3.5759;0.61969;59.932;59.973;3.3365;0.73404;59.96;59.976;2.9634;0.7732;59.978;59.98;2.5676;0.76425;59.99;59.983;2.1924;0.72594;59.998;59.987;1.8543;0.67113;60.003;59.99;1.5581;0.60846;60.006;59.993;1.3031;0.54362;60.008;59.995;1.0861;0.48023;60.009;59.996;0.90275;0.42045;60.009;59.998;0.74977;0.36566;60.009;59.998;0.62091;0.31603;60.009;59.999;0.51311;0.27173;60.009;59.999;0.42353;0.23261;60.008;60.;0.34931;0.19839;60.007;60.;0.28817;0.16871;60.007;60.;0.23772;0.14311;60.006;60.;0.19607;0.12114;60.006;60.;0.16166;0.10235;60.005;60.
0.0355;191.48755221880643;5.421e-7;1.8632e-8;60.;60.;3.3395;0.39636;59.882;59.974;3.5812;0.62791;59.932;59.973;3.3437;0.74378;59.96;59.975;2.9715;0.78345;59.978;59.979;2.576;0.77439;59.99;59.983;2.2006;0.73557;59.997;59.987;1.8621;0.68003;60.002;59.99;1.5653;0.61652;60.006;59.993;1.3096;0.55082;60.008;59.995;1.0918;0.48659;60.009;59.996;0.90784;0.42601;60.009;59.998;0.75328;0.3703;60.009;59.998;0.62384;0.31996;60.009;59.999;0.51591;0.27508;60.009;59.999;0.42634;0.2355;60.008;60.;0.35219;0.20091;60.007;60.;0.29074;0.17092;60.007;60.;0.23979;0.14504;60.006;60.;0.19759;0.12278;60.006;60.;0.16281;0.10371;60.005;60.
0.036;197.47153822564414;5.4236e-7;1.8895e-8;60.;60.;3.3422;0.4016;59.881;59.974;3.5869;0.6362;59.931;59.972;3.3512;0.75358;59.96;59.975;2.9799;0.79378;59.978;59.979;2.5846;0.78459;59.989;59.983;2.209;0.74527;59.997;59.987;1.87;0.68899;60.002;59.99;1.5725;0.62464;60.006;59.993;1.3161;0.55808;60.008;59.995;1.0977;0.49299;60.009;59.996;0.913;0.43161;60.009;59.997;0.7578;0.37516;60.009;59.998;0.62779;0.32415;60.009;59.999;0.51934;0.27868;60.009;59.999;0.4293;0.23858;60.008;60.;0.35472;0.20354;60.007;60.;0.29288;0.17316;60.007;60.;0.2416;0.14693;60.006;60.;0.19913;0.12437;60.006;60.;0.16415;0.10505;60.005;60.
0.0365;200.463531229063;5.426199999999999e-7;1.9157e-8;60.;60.;3.3451;0.40686;59.881;59.974;3.5928;0.64453;59.931;59.972;3.359;0.76346;59.959;59.975;2.9885;0.80418;59.977;59.979;2.5934;0.79487;59.989;59.983;2.2175;0.75503;59.997;59.987;1.878;0.69801;60.002;59.99;1.5799;0.63282;60.006;59.992;1.3228;0.56538;60.008;59.995;1.1036;0.49944;60.009;59.996;0.91824;0.43725;60.009;59.997;0.76238;0.38005;60.009;59.998;0.63182;0.32838;60.009;59.999;0.52284;0.28231;60.009;59.999;0.4323;0.24169;60.008;60.;0.35727;0.2062;60.007;60.;0.29514;0.17539;60.007;60.;0.24381;0.14881;60.006;60.;0.20139;0.12599;60.006;60.;0.16632;0.10648;60.005;60.
0.037;206.44751723590068;5.4289e-7;1.9419e-8;60.;60.;3.3482;0.41216;59.881;59.973;3.599;0.65292;59.931;59.972;3.367;0.77339;59.959;59.974;2.9974;0.81464;59.977;59.978;2.6024;0.80521;59.989;59.983;2.2263;0.76485;59.997;59.986;1.8862;0.70709;60.002;59.99;1.5875;0.64105;60.005;59.992;1.3296;0.57273;60.007;59.995;1.1097;0.50592;60.009;59.996;0.92356;0.44292;60.009;59.997;0.76704;0.38498;60.009;59.998;0.63588;0.33263;60.009;59.999;0.52612;0.28595;60.009;59.999;0.43467;0.24474;60.008;60.;0.35878;0.20869;60.007;60.;0.29592;0.17738;60.007;60.;0.24419;0.15039;60.006;60.;0.20162;0.12726;60.006;60.;0.16644;0.10749;60.005;60.
0.0375;209.43951023931956;5.431499999999999e-7;1.9682e-8;60.;60.;3.3516;0.41748;59.881;59.973;3.6055;0.66135;59.93;59.971;3.3752;0.78338;59.959;59.974;3.0064;0.82516;59.977;59.978;2.6116;0.81561;59.989;59.982;2.2352;0.77472;59.997;59.986;1.8945;0.71622;60.002;59.99;1.5951;0.64932;60.005;59.992;1.3365;0.58012;60.007;59.994;1.1158;0.51245;60.009;59.996;0.92894;0.44863;60.009;59.997;0.77175;0.38993;60.009;59.998;0.64008;0.3369;60.009;59.999;0.53018;0.28965;60.009;59.999;0.4387;0.24799;60.008;60.;0.36277;0.21157;60.007;60.;0.2998;0.17996;60.007;60.;0.24764;0.15269;60.006;60.;0.20447;0.12926;60.006;60.;0.16875;0.10922;60.005;60.
0.038;215.42349624615724;5.4341e-7;1.9944e-8;60.;60.;3.3552;0.42284;59.88;59.973;3.6121;0.66981;59.93;59.971;3.3837;0.79341;59.959;59.974;3.0157;0.83573;59.977;59.978;2.621;0.82606;59.989;59.982;2.2442;0.78465;59.997;59.986;1.903;0.72539;60.002;59.989;1.6028;0.65764;60.005;59.992;1.3435;0.58754;60.007;59.994;1.122;0.51901;60.008;59.996;0.93438;0.45437;60.009;59.997;0.77649;0.39491;60.009;59.998;0.64595;0.34169;60.009;59.999;0.53674;0.2943;60.008;59.999;0.44417;0.25205;60.008;60.;0.36723;0.21507;60.007;60.;0.30347;0.18295;60.007;60.;0.2507;0.15523;60.006;60.;0.20704;0.13141;60.006;60.;0.17093;0.11104;60.005;60.
0.0385;218.41548924957607;5.4367e-7;2.0207000000000004e-8;60.;60.;3.3589;0.42821;59.88;59.972;3.619;0.67834;59.93;59.971;3.3923;0.8035;59.958;59.973;3.025;0.84636;59.976;59.978;2.6304;0.83656;59.988;59.982;2.2533;0.79462;59.996;59.986;1.9115;0.73461;60.002;59.989;1.6107;0.66599;60.005;59.992;1.3505;0.595;60.007;59.994;1.1282;0.52559;60.008;59.996;0.93987;0.46013;60.009;59.997;0.78127;0.39991;60.009;59.998;0.64827;0.34551;60.009;59.999;0.53688;0.29702;60.009;59.999;0.44405;0.25422;60.008;60.;0.36694;0.2168;60.007;60.;0.3032;0.18433;60.007;60.;0.25055;0.15633;60.006;60.;0.20695;0.13231;60.006;60.;0.17078;0.11177;60.005;60.
0.039;221.40748225299495;5.4393e-7;2.0469e-8;60.;60.;3.3628;0.43361;59.88;59.972;3.626;0.68689;59.929;59.97;3.4011;0.81362;59.958;59.973;3.0346;0.85701;59.976;59.977;2.64;0.84709;59.988;59.982;2.2626;0.80463;59.996;59.986;1.9202;0.74386;60.002;59.989;1.6185;0.67437;60.005;59.992;1.3576;0.60249;60.007;59.994;1.1345;0.5322;60.008;59.996;0.94539;0.46591;60.009;59.997;0.78609;0.40493;60.009;59.998;0.65243;0.34984;60.009;59.999;0.54055;0.30074;60.009;59.999;0.44716;0.2574;60.008;60.;0.36944;0.21948;60.007;60.;0.30516;0.18659;60.007;60.;0.25208;0.15823;60.006;60.;0.20821;0.1339;60.006;60.;0.17192;0.11309;60.005;60.
0.0395;224.3994752564138;5.442e-7;2.0732e-8;60.;60.;3.3668;0.43901;59.879;59.972;3.6331;0.69544;59.929;59.97;3.4099;0.82375;59.958;59.973;3.0441;0.86769;59.976;59.977;2.6497;0.85764;59.988;59.981;2.2719;0.81465;59.996;59.985;1.9288;0.75312;60.001;59.989;1.6265;0.68277;60.005;59.992;1.3647;0.60999;60.007;59.994;1.1408;0.53882;60.008;59.996;0.95094;0.4717;60.009;59.997;0.79092;0.40995;60.009;59.998;0.65662;0.35418;60.009;59.999;0.54419;0.30446;60.009;59.999;0.45027;0.26059;60.008;60.;0.37213;0.2222;60.007;60.;0.30744;0.18889;60.007;60.;0.25402;0.16018;60.006;60.;0.20984;0.13555;60.006;60.;0.17329;0.11448;60.005;60.
0.04;230.3834612632515;5.4446e-7;2.0994000000000003e-8;60.;60.;3.3707;0.44441;59.879;59.971;3.6403;0.704;59.929;59.97;3.4188;0.83389;59.957;59.972;3.0538;0.87837;59.975;59.977;2.6594;0.8682;59.988;59.981;2.2812;0.82467;59.996;59.985;1.9375;0.76239;60.001;59.989;1.6344;0.69117;60.005;59.992;1.3718;0.61749;60.007;59.994;1.1471;0.54544;60.008;59.996;0.9565;0.47749;60.009;59.997;0.79577;0.41498;60.009;59.998;0.66084;0.35852;60.009;59.999;0.54786;0.30819;60.008;59.999;0.45349;0.26379;60.008;60.;0.37495;0.22494;60.007;60.;0.30991;0.19123;60.007;60.;0.2562;0.16217;60.006;60.;0.21174;0.13724;60.006;60.;0.17485;0.11591;60.005;60.
0.0405;233.37545426667037;5.4472e-7;2.1256e-8;60.;60.;3.3748;0.44982;59.879;59.971;3.6474;0.71256;59.928;59.969;3.4277;0.84403;59.957;59.972;3.0634;0.88905;59.975;59.976;2.669;0.87875;59.987;59.981;2.2905;0.8347;59.996;59.985;1.9462;0.77166;60.001;59.989;1.6423;0.69957;60.005;59.992;1.379;0.62499;60.007;59.994;1.1535;0.55206;60.008;59.996;0.96206;0.48328;60.009;59.997;0.80061;0.42001;60.009;59.998;0.66505;0.36286;60.009;59.999;0.55154;0.31192;60.008;59.999;0.45668;0.26698;60.008;60.;0.3777;0.22767;60.007;60.;0.31228;0.19356;60.007;60.;0.25822;0.16415;60.006;60.;0.21346;0.13893;60.006;60.;0.1763;0.11736;60.005;60.
0.041;236.3674472700892;5.4498e-7;2.1519e-8;60.;60.;3.3788;0.45523;59.879;59.97;3.6546;0.72113;59.928;59.969;3.4366;0.85417;59.957;59.972;3.073;0.89973;59.975;59.976;2.6787;0.88931;59.987;59.981;2.2998;0.84473;59.995;59.985;1.9549;0.78093;60.001;59.989;1.6503;0.70797;60.005;59.992;1.3861;0.63249;60.007;59.994;1.1598;0.55868;60.008;59.996;0.96762;0.48907;60.009;59.997;0.80546;0.42504;60.009;59.998;0.67034;0.36751;60.009;59.999;0.55622;0.31599;60.008;59.999;0.46063;0.27048;60.008;60.;0.38105;0.23067;60.007;60.;0.31502;0.1961;60.007;60.;0.26046;0.16629;60.006;60.;0.21533;0.14071;60.006;60.;0.17793;0.11885;60.005;60.
0.0415;239.35944027350806;5.452399999999999e-7;2.1781e-8;60.;60.;3.3828;0.46063;59.878;59.97;3.6618;0.72969;59.928;59.968;3.4455;0.86432;59.956;59.971;3.0827;0.91041;59.975;59.976;2.6885;0.89987;59.987;59.981;2.3092;0.85476;59.995;59.985;1.9637;0.7902;60.001;59.988;1.6582;0.71638;60.004;59.991;1.3932;0.64;60.007;59.994;1.1661;0.56531;60.008;59.996;0.97319;0.49487;60.009;59.997;0.81031;0.43007;60.009;59.998;0.67345;0.37154;60.009;59.999;0.5589;0.31939;60.008;59.999;0.46329;0.27341;60.008;60.;0.3837;0.23322;60.007;60.;0.31757;0.19834;60.007;60.;0.26269;0.16824;60.006;60.;0.21718;0.14239;60.006;60.;0.17948;0.12027;60.005;60.
0.042;245.34342628034577;5.4551e-7;2.2044000000000002e-8;60.;60.;3.3869;0.46604;59.878;59.97;3.669;0.73825;59.927;59.968;3.4545;0.87446;59.956;59.971;3.0924;0.9211;59.974;59.976;2.6982;0.91043;59.987;59.98;2.3185;0.86479;59.995;59.985;1.9724;0.79947;60.001;59.988;1.6662;0.72478;60.004;59.991;1.4004;0.6475;60.007;59.994;1.1725;0.57193;60.008;59.996;0.97876;0.50066;60.009;59.997;0.81516;0.4351;60.009;59.998;0.67765;0.37588;60.009;59.999;0.56243;0.32311;60.008;59.999;0.46603;0.27655;60.008;60.;0.3857;0.23582;60.007;60.;0.31908;0.20048;60.007;60.;0.26397;0.17001;60.006;60.;0.21831;0.14388;60.006;60.;0.18038;0.12152;60.005;60.
0.0425;245.34342628034577;5.457699999999999e-7;2.2305999999999998e-8;60.;60.;3.391;0.47145;59.878;59.969;3.6762;0.74682;59.927;59.968;3.4634;0.8846;59.956;59.971;3.1021;0.93178;59.974;59.975;2.7079;0.92099;59.986;59.98;2.3279;0.87482;59.995;59.984;1.9811;0.80874;60.001;59.988;1.6742;0.73318;60.004;59.991;1.4076;0.655;60.007;59.994;1.1788;0.57856;60.008;59.996;0.98434;0.50646;60.009;59.997;0.82002;0.44013;60.009;59.998;0.68186;0.38022;60.009;59.999;0.56604;0.32683;60.008;59.999;0.4692;0.27974;60.008;60.;0.38857;0.23857;60.007;60.;0.32168;0.20286;60.007;60.;0.26617;0.17206;60.006;60.;0.22003;0.14561;60.006;60.;0.18172;0.12296;60.005;60.
0.043;251.32741228718345;5.4603e-7;2.2568e-8;60.;60.;3.3951;0.47685;59.877;59.969;3.6835;0.75538;59.927;59.967;3.4724;0.89475;59.955;59.97;3.1118;0.94247;59.974;59.975;2.7177;0.93155;59.986;59.98;2.3373;0.88485;59.995;59.984;1.9899;0.81801;60.;59.988;1.6822;0.74159;60.004;59.991;1.4147;0.66251;60.007;59.994;1.1852;0.58518;60.008;59.996;0.98992;0.51225;60.009;59.997;0.82488;0.44517;60.009;59.998;0.68606;0.38456;60.009;59.999;0.56968;0.33056;60.008;59.999;0.4723;0.28293;60.008;60.;0.39116;0.24128;60.007;60.;0.32382;0.20514;60.007;60.;0.26799;0.17398;60.006;60.;0.22163;0.14723;60.006;60.;0.1831;0.12434;60.005;60.
0.0435;254.31940529060228;5.4629e-7;2.2831e-8;60.;60.;3.3992;0.48226;59.877;59.969;3.6907;0.76395;59.926;59.967;3.4814;0.90489;59.955;59.97;3.1215;0.95315;59.973;59.975;2.7275;0.94211;59.986;59.98;2.3466;0.89488;59.994;59.984;1.9986;0.82728;60.;59.988;1.6901;0.74999;60.004;59.991;1.4219;0.67001;60.006;59.994;1.1915;0.59181;60.008;59.996;0.9955;0.51805;60.009;59.997;0.82974;0.4502;60.009;59.998;0.69026;0.38891;60.009;59.999;0.57329;0.33429;60.008;59.999;0.47532;0.2861;60.008;60.;0.39365;0.24396;60.007;60.;0.32577;0.20737;60.007;60.;0.26959;0.17583;60.006;60.;0.22307;0.14879;60.006;60.;0.18444;0.12566;60.005;60.
0.044;254.31940529060228;5.4656e-7;2.3093e-8;60.;60.;3.4034;0.48767;59.877;59.968;3.698;0.77251;59.926;59.967;3.4904;0.91504;59.955;59.97;3.1312;0.96384;59.973;59.974;2.7372;0.95268;59.986;59.979;2.356;0.90491;59.994;59.984;2.0074;0.83656;60.;59.988;1.6981;0.7584;60.004;59.991;1.4291;0.67752;60.006;59.994;1.1979;0.59844;60.008;59.996;1.0011;0.52385;60.009;59.997;0.8346;0.45523;60.009;59.998;0.69447;0.39325;60.009;59.999;0.57692;0.33802;60.008;59.999;0.47851;0.2893;60.008;60.;0.39647;0.2467;60.007;60.;0.32833;0.20974;60.007;60.;0.27181;0.17788;60.006;60.;0.22485;0.15053;60.006;60.;0.18582;0.12711;60.005;60.
0.0445;260.30339129744;5.4682e-7;2.3356e-8;60.;60.;3.4075;0.49308;59.876;59.968;3.7053;0.78108;59.926;59.966;3.4995;0.92519;59.954;59.969;3.141;0.97453;59.973;59.974;2.747;0.96324;59.986;59.979;2.3654;0.91495;59.994;59.984;2.0161;0.84583;60.;59.988;1.7061;0.7668;60.004;59.991;1.4362;0.68503;60.006;59.993;1.2043;0.60506;60.008;59.995;1.0067;0.52964;60.009;59.997;0.83947;0.46026;60.009;59.998;0.69869;0.39759;60.009;59.999;0.58057;0.34175;60.008;59.999;0.48165;0.29249;60.008;60.;0.39917;0.24943;60.007;60.;0.33065;0.21206;60.007;60.;0.27378;0.17985;60.006;60.;0.2265;0.15219;60.006;60.;0.1872;0.12851;60.005;60.
0.045;260.30339129744;5.470799999999999e-7;2.3618e-8;60.;60.;3.413;0.49838;59.876;59.968;3.7138;0.78948;59.925;59.966;3.5094;0.93513;59.954;59.969;3.1515;0.985;59.973;59.974;2.7574;0.97359;59.985;59.979;2.3753;0.92478;59.994;59.984;2.0252;0.85492;60.;59.987;1.7144;0.77504;60.004;59.991;1.4436;0.69238;60.006;59.993;1.2108;0.61155;60.008;59.995;1.0123;0.53532;60.009;59.997;0.8444;0.46519;60.009;59.998;0.70294;0.40185;60.009;59.999;0.5842;0.3454;60.008;59.999;0.4847;0.2956;60.008;60.;0.40158;0.25203;60.008;60.;0.33245;0.21422;60.007;60.;0.27518;0.18161;60.006;60.;0.22777;0.15363;60.006;60.;0.18845;0.12973;60.005;60.
0.0455;263.29538430085887;5.4734e-7;2.3881e-8;60.;60.;3.4186;0.50406;59.876;59.967;3.7227;0.79847;59.925;59.965;3.5201;0.94579;59.954;59.969;3.1627;0.99623;59.972;59.974;2.7684;0.98469;59.985;59.979;2.3858;0.93532;59.994;59.983;2.0349;0.86466;60.;59.987;1.7232;0.78387;60.004;59.991;1.4515;0.70027;60.006;59.993;1.2177;0.61852;60.008;59.995;1.0184;0.54141;60.008;59.997;0.84967;0.47048;60.009;59.998;0.70766;0.40646;60.009;59.999;0.58827;0.34937;60.008;59.999;0.48824;0.29901;60.008;60.;0.40479;0.25498;60.008;60.;0.33542;0.21678;60.007;60.;0.27781;0.18385;60.006;60.;0.2299;0.15556;60.006;60.;0.19007;0.13135;60.005;60.
0.046;266.2873773042777;5.476e-7;2.4143e-8;60.;60.;3.4245;0.5098;59.875;59.967;3.732;0.80757;59.924;59.965;3.531;0.95656;59.953;59.968;3.1741;1.0076;59.972;59.973;2.7798;0.99591;59.985;59.978;2.3965;0.94598;59.994;59.983;2.0449;0.87452;60.;59.987;1.7322;0.7928;60.004;59.991;1.4595;0.70824;60.006;59.993;1.2248;0.62556;60.008;59.995;1.0246;0.54757;60.008;59.997;0.85505;0.47583;60.009;59.998;0.71213;0.41102;60.009;59.999;0.59214;0.35328;60.008;59.999;0.49173;0.30238;60.008;60.;0.40793;0.25789;60.008;60.;0.33816;0.21928;60.007;60.;0.28021;0.18596;60.006;60.;0.23206;0.15736;60.006;60.;0.19212;0.1329;60.005;60.
0.0465;269.2793703076965;5.4787e-7;2.4405000000000002e-8;60.;60.;3.4304;0.51555;59.875;59.967;3.7413;0.81667;59.924;59.965;3.5419;0.96734;59.953;59.968;3.1856;1.0189;59.972;59.973;2.7911;1.0071;59.985;59.978;2.4073;0.95664;59.993;59.983;2.0548;0.88437;59.999;59.987;1.7412;0.80173;60.003;59.99;1.4675;0.71622;60.006;59.993;1.2319;0.6326;60.008;59.995;1.0308;0.55373;60.008;59.997;0.86042;0.48118;60.009;59.998;0.71677;0.41564;60.009;59.999;0.59614;0.35725;60.008;59.999;0.49516;0.30577;60.008;60.;0.41086;0.26078;60.008;60.;0.34067;0.22172;60.007;60.;0.28229;0.18804;60.006;60.;0.23378;0.15911;60.006;60.;0.19352;0.13438;60.005;60.
0.047;272.2713633111154;5.4813e-7;2.4668000000000003e-8;60.;60.;3.4363;0.52129;59.875;59.966;3.7506;0.82577;59.924;59.964;3.5529;0.97813;59.953;59.968;3.1971;1.0303;59.971;59.973;2.8024;1.0184;59.984;59.978;2.418;0.9673;59.993;59.983;2.0647;0.89423;59.999;59.987;1.7502;0.81067;60.003;59.99;1.4755;0.7242;60.006;59.993;1.2389;0.63965;60.008;59.995;1.037;0.55989;60.008;59.997;0.8658;0.48653;60.009;59.998;0.72141;0.42026;60.009;59.999;0.60011;0.36121;60.008;59.999;0.49856;0.30916;60.008;60.;0.41376;0.26366;60.008;60.;0.34313;0.22417;60.007;60.;0.28437;0.19011;60.006;60.;0.23554;0.16086;60.006;60.;0.195;0.13585;60.005;60.
0.0475;275.26335631453424;5.4839e-7;2.493e-8;60.;60.;3.4422;0.52704;59.874;59.966;3.7598;0.83488;59.923;59.964;3.5638;0.98891;59.952;59.967;3.2086;1.0417;59.971;59.972;2.8138;1.0296;59.984;59.978;2.4288;0.97797;59.993;59.983;2.0746;0.90409;59.999;59.987;1.7591;0.81961;60.003;59.99;1.4836;0.73218;60.006;59.993;1.246;0.64669;60.007;59.995;1.0432;0.56606;60.008;59.997;0.87117;0.49188;60.009;59.998;0.72604;0.42488;60.009;59.999;0.60405;0.36517;60.008;59.999;0.50177;0.31252;60.008;60.;0.41625;0.26647;60.008;60.;0.34503;0.22651;60.007;60.;0.28592;0.19206;60.006;60.;0.23682;0.1625;60.006;60.;0.19597;0.13721;60.005;60.
0.048;275.26335631453424;5.4865e-7;2.5193e-8;60.;60.;3.448;0.53278;59.874;59.965;3.7691;0.84399;59.923;59.963;3.5747;0.9997;59.952;59.967;3.2201;1.053;59.971;59.972;2.8251;1.0408;59.984;59.977;2.4395;0.98864;59.993;59.982;2.0846;0.91396;59.999;59.987;1.7681;0.82855;60.003;59.99;1.4916;0.74017;60.006;59.993;1.2531;0.65374;60.007;59.995;1.0494;0.57223;60.008;59.997;0.87654;0.49724;60.009;59.998;0.73068;0.4295;60.009;59.999;0.60801;0.36914;60.008;59.999;0.50516;0.31591;60.008;60.;0.419;0.26933;60.008;60.;0.34717;0.22888;60.007;60.;0.28749;0.19399;60.006;60.;0.23807;0.16408;60.006;60.;0.19708;0.13852;60.005;60.
0.0485;275.26335631453424;5.489099999999999e-7;2.5455000000000002e-8;60.;60.;3.4539;0.53853;59.873;59.965;3.7783;0.8531;59.922;59.963;3.5856;1.0105;59.951;59.967;3.2315;1.0644;59.971;59.972;2.8364;1.0521;59.984;59.977;2.4503;0.99932;59.993;59.982;2.0945;0.92382;59.999;59.986;1.7771;0.83749;60.003;59.99;1.4996;0.74816;60.006;59.993;1.2602;0.66079;60.007;59.995;1.0556;0.57839;60.008;59.997;0.88192;0.50259;60.009;59.998;0.73531;0.43412;60.009;59.999;0.61204;0.37311;60.008;59.999;0.50874;0.31933;60.008;60.;0.42241;0.27233;60.008;60.;0.35046;0.23153;60.007;60.;0.29058;0.19633;60.006;60.;0.24081;0.16612;60.006;60.;0.19947;0.14028;60.005;60.
0.049;278.2553493179531;5.491799999999999e-7;2.5716999999999998e-8;60.;60.;3.4598;0.54428;59.873;59.965;3.7875;0.86221;59.922;59.963;3.5965;1.0213;59.951;59.966;3.243;1.0758;59.97;59.971;2.8477;1.0633;59.983;59.977;2.461;1.01;59.992;59.982;2.1044;0.9337;59.999;59.986;1.7861;0.84644;60.003;59.99;1.5076;0.75615;60.006;59.993;1.2673;0.66785;60.007;59.995;1.0618;0.58456;60.008;59.997;0.88729;0.50795;60.009;59.998;0.73995;0.43874;60.009;59.999;0.61601;0.37708;60.008;59.999;0.51196;0.32269;60.008;60.;0.42496;0.27514;60.008;60.;0.35251;0.23388;60.007;60.;0.29227;0.19832;60.006;60.;0.24213;0.16779;60.006;60.;0.20039;0.14166;60.005;60.
